eval,entry,exit,invested,n_hold,turnover,cost,gross,net,buys,sells,equity,fold
2024-08-30,2024-08-30,2024-09-06,1.0,2,1.0,0.0025,-0.10808659248729968,-0.11031637600608135,1,1,0.6929794522889458,Fold2
2024-09-06,2024-09-06,2024-09-13,1.0,2,0.0,0.0,0.11518861329695074,0.11518861329695085,0,0,0.7728027944413899,Fold2
2024-09-13,2024-09-13,2024-09-20,1.0,2,1.0,0.0025,0.022478190440004986,0.01992199496390512,1,1,0.788198567820343,Fold2
2024-09-20,2024-09-20,2024-09-27,1.0,2,1.0,0.0025,0.022264314480859193,0.01970865369465713,1,1,0.8037329004361389,Fold2
2024-09-27,2024-09-27,2024-10-04,1.0,2,1.0,0.0025,-0.003160123865600828,-0.005652223555936753,1,1,0.7991900224036124,Fold2
2024-10-04,2024-10-04,2024-10-11,1.0,2,1.0,0.0025,0.025606737422137704,0.023042720578582587,1,1,0.81760553477905,Fold2
2024-10-11,2024-10-11,2024-10-18,1.0,2,1.0,0.0025,0.019322584945108856,0.01677427848274604,1,1,0.8313202777084683,Fold2
2024-10-18,2024-10-18,2024-10-25,1.0,2,0.0,0.0,-0.008909055267560695,-0.008909055267560695,0,0,0.8239139994093196,Fold2
2024-10-25,2024-10-25,2024-11-01,1.0,2,0.0,0.0,-0.039484352162519554,-0.039484352162519554,0,0,0.7913822889050122,Fold2
2024-11-01,2024-11-01,2024-11-08,1.0,2,1.0,0.0025,0.0065173762531293145,0.004001082812496337,1,1,0.7945486749792641,Fold2
2024-11-08,2024-11-08,2024-11-15,1.0,2,0.0,0.0,-0.02058491214221836,-0.02058491214221836,0,0,0.7781929603121,Fold2
2024-11-15,2024-11-15,2024-11-22,1.0,2,0.0,0.0,0.004382263520295193,0.004382263520295249,0,0,0.7816032069338262,Fold2
2024-11-22,2024-11-22,2024-11-29,1.0,2,1.0,0.0025,0.01956460549512895,0.017015693981391244,1,1,0.7949027279178862,Fold2
2024-11-29,2024-11-29,2024-12-06,1.0,2,0.0,0.0,0.029595526302442055,0.02959552630244211,0,0,0.8184282925098629,Fold2
2024-12-06,2024-12-06,2024-12-13,1.0,2,1.0,0.0025,-0.008574606963626219,-0.01105317044621712,1,1,0.809382065094745,Fold2
2024-12-13,2024-12-13,2024-12-20,1.0,2,1.0,0.0025,-0.037901580409993585,-0.04030682645896855,1,1,0.7767584426579695,Fold2
2024-12-20,2024-12-20,2024-12-27,1.0,2,1.0,0.0025,0.01334359603048585,0.01081023704040951,1,1,0.7851553855462414,Fold2
2024-12-27,2024-12-27,2025-01-03,1.0,3,0.0,0.0,-0.01094325051240382,-0.010943250512403857,0,0,0.7765632334710458,Fold3
2025-01-03,2025-01-03,2025-01-10,1.0,3,0.0,0.0,-0.03829418294930257,-0.038294182949302535,0,0,0.7468253789368037,Fold3
2025-01-10,2025-01-10,2025-01-17,1.0,3,0.6666666666666666,0.0016666666666666666,0.040497053361405445,0.03876289160580315,1,1,0.7757744901489939,Fold3
2025-01-17,2025-01-17,2025-01-24,1.0,3,0.6666666666666666,0.0016666666666666666,0.025958863802833337,0.024248932363162057,1,1,0.7945861932896834,Fold3
2025-01-24,2025-01-24,2025-01-31,1.0,3,0.6666666666666666,0.0016666666666666666,-0.01856662259778467,-0.02020234489345507,1,1,0.7785336889652676,Fold3
2025-01-31,2025-01-31,2025-02-07,1.0,3,0.6666666666666666,0.0016666666666666666,-0.012457288549007997,-0.014103193068092934,1,1,0.7675538780397758,Fold3
2025-02-07,2025-02-07,2025-02-14,1.0,3,0.6666666666666666,0.0016666666666666666,0.05618900152468279,0.05442868652214172,1,1,0.809330827456457,Fold3
2025-02-14,2025-02-14,2025-02-21,1.0,3,0.6666666666666666,0.0016666666666666666,-0.03522185657967954,-0.03682982015204683,1,1,0.7795233186377285,Fold3
2025-02-21,2025-02-21,2025-02-28,1.0,3,0.0,0.0,-0.04915604661773265,-0.04915604661773265,0,0,0.7412050340471626,Fold3
2025-02-28,2025-02-28,2025-03-07,1.0,3,0.0,0.0,-0.04831921313744162,-0.048319213137441586,0,0,0.7053905900284931,Fold3
2025-03-07,2025-03-07,2025-03-14,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,3,0.7021335846310731,Fold3
2025-03-14,2025-03-14,2025-03-21,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.7024036360097774,Fold3
2025-03-21,2025-03-21,2025-03-28,1.0,3,2.0,0.005,-0.043691245927554835,-0.04847278969791702,3,0,0.6683561722784233,Fold3
2025-03-28,2025-03-28,2025-04-04,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,3,0.6652701661829609,Fold3
2025-04-04,2025-04-04,2025-04-11,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.6655260393238005,Fold3
2025-04-11,2025-04-11,2025-04-18,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.6657820108773866,Fold3
2025-04-18,2025-04-18,2025-04-25,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.6660380808815702,Fold3
2025-04-25,2025-04-25,2025-05-02,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.666294249374217,Fold3
2025-05-02,2025-05-02,2025-05-09,1.0,3,2.0,0.005,0.0016572020456509333,-0.003351083964577395,3,0,0.6640614413994489,Fold3
2025-05-09,2025-05-09,2025-05-16,1.0,3,0.6666666666666666,0.0016666666666666666,-0.026794491241461344,-0.0284165004227257,1,1,0.6451911391692056,Fold3
2025-05-16,2025-05-16,2025-05-23,1.0,3,1.3333333333333333,0.003333333333333333,0.027013748640707307,0.023590369478571738,2,2,0.6604114365265077,Fold3
2025-05-23,2025-05-23,2025-05-30,1.0,3,0.6666666666666666,0.0016666666666666666,-0.011671477947537793,-0.0133186921509586,1,1,0.6516156199104388,Fold3
2025-05-30,2025-05-30,2025-06-06,1.0,3,0.6666666666666666,0.0016666666666666666,0.008261050852657492,0.00658061576790292,1,1,0.6559036519334333,Fold3
2025-06-06,2025-06-06,2025-06-13,1.0,3,0.6666666666666666,0.0016666666666666666,0.02116616822893865,0.01946422461522368,1,1,0.6686703079406111,Fold3
2025-06-13,2025-06-13,2025-06-20,1.0,3,0.0,0.0,-0.006513794350411106,-0.006513794350411106,0,0,0.6643147270664599,Fold3
2025-06-20,2025-06-20,2025-06-27,1.0,3,0.6666666666666666,0.0016666666666666666,0.05002175255689919,0.0482717163026376,1,1,0.6963823391070761,Fold3
2025-06-27,2025-06-27,2025-07-04,1.0,3,0.6666666666666666,0.0016666666666666666,0.004445643947749933,0.0027715678745035,1,1,0.6983124100265169,Fold3
2025-07-04,2025-07-04,2025-07-11,1.0,3,0.0,0.0,0.021514449650063588,0.02151444965006366,0,0,0.713336217212047,Fold3
2025-07-11,2025-07-11,2025-07-18,1.0,3,0.0,0.0,0.07222724231687498,0.07222724231687505,0,0,0.7648585250260245,Fold3
2025-07-18,2025-07-18,2025-07-25,1.0,3,0.6666666666666666,0.0016666666666666666,-0.033066587182637996,-0.03467814287066695,1,1,0.7383346518193245,Fold3
2025-07-25,2025-07-25,2025-08-01,1.0,3,0.6666666666666666,0.0016666666666666666,-0.052188897441709736,-0.05376858261264028,1,1,0.6986354440972021,Fold3
2025-08-01,2025-08-01,2025-08-08,1.0,3,0.0,0.0,0.03767130753200165,0.03767130753200165,0,0,0.7249539547645444,Fold3
2025-08-08,2025-08-08,2025-08-15,1.0,3,0.6666666666666666,0.0016666666666666666,0.016410626074926604,0.014716608364801598,1,1,0.7356228181993283,Fold3
2025-08-15,2025-08-15,2025-08-22,1.0,3,0.0,0.0,-0.016678656300745682,-0.01667865630074572,0,0,0.7233536180475958,Fold3
2025-08-22,2025-08-22,2025-08-29,1.0,3,0.6666666666666666,0.0016666666666666666,-0.008838340000931125,-0.010490276100929563,1,1,0.7157654388756701,Fold3
2025-08-29,2025-08-29,2025-09-05,1.0,3,0.0,0.0,-0.003941277321993453,-0.003941277321993453,0,0,0.7129444087835628,Fold3
2025-09-05,2025-09-05,2025-09-12,1.0,3,0.0,0.0,0.035666250257857746,0.035666250257857746,0,0,0.7383724624871778,Fold3
2025-09-12,2025-09-12,2025-09-19,1.0,3,0.6666666666666666,0.0016666666666666666,0.06451278696313072,0.06273859898485878,1,1,0.7846969163126235,Fold3
2025-09-19,2025-09-19,2025-09-26,1.0,3,0.6666666666666666,0.0016666666666666666,-0.004167517325733468,-0.005827238130190704,1,1,0.7801243005212435,Fold3
2025-09-26,2025-09-26,2025-10-03,1.0,3,0.0,0.0,0.0612104313543013,0.061210431354301376,0,0,0.8278760454661215,Fold3
2025-10-03,2025-10-03,2025-10-10,1.0,3,0.6666666666666666,0.0016666666666666666,-0.030644463189568927,-0.032260055750919725,1,1,0.8011687180845335,Fold3
2025-10-10,2025-10-10,2025-10-17,1.0,3,0.0,0.0,0.017898691626831848,0.017898691626831775,0,0,0.8155085899105927,Fold3
2025-10-17,2025-10-17,2025-10-24,1.0,3,0.0,0.0,0.04410869771037965,0.04410869771037973,0,0,0.8514796117831771,Fold3
2025-10-24,2025-10-24,2025-10-31,1.0,3,0.0,0.0,0.022666824392347868,0.022666824392347795,0,0,0.8707799506171309,Fold3
2025-10-31,2025-10-31,2025-11-07,1.0,3,0.0,0.0,-0.09141051291031692,-0.09141051291031688,0,0,0.7911815086991986,Fold3
2025-11-07,2025-11-07,2025-11-14,1.0,3,0.0,0.0,-0.03033444835098979,-0.03033444835098975,0,0,0.7671814540873045,Fold3
2025-11-14,2025-11-14,2025-11-21,1.0,3,0.6666666666666666,0.0016666666666666666,-0.0486146787373685,-0.05020032093947291,1,1,0.7286686988733103,Fold3
2025-11-21,2025-11-21,2025-11-28,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,3,0.7253042112848588,Fold3
2025-11-28,2025-11-28,2025-12-05,1.0,3,2.0,0.005,0.02509331784599615,0.019967851256766256,3,0,0.739786977891701,Fold3
2025-12-05,2025-12-05,2025-12-12,1.0,3,0.6666666666666666,0.0016666666666666666,-0.02278626002700294,-0.024414949593624558,1,1,0.7217251161164553,Fold3
2025-12-12,2025-12-12,2025-12-19,1.0,3,1.3333333333333333,0.003333333333333333,0.0064415341769526275,0.0030867290630294253,2,2,0.7239528860078902,Fold3
2025-12-19,2025-12-19,2025-12-26,1.0,3,0.0,0.0,0.013752340189443935,0.013752340189443935,0,0,0.7339089323774004,Fold3
2025-12-26,2025-12-26,2026-01-02,1.0,3,0.6666666666666666,0.0016666666666666666,0.0016949325875692163,2.5441033256523582e-05,1,1,0.7339276037789563,Fold3
2026-01-02,2026-01-02,2026-01-09,1.0,3,0.6666666666666666,0.0016666666666666666,0.06218387831736657,0.060413571853504155,1,1,0.7782667918051264,Fold3
2026-01-09,2026-01-09,2026-01-16,1.0,3,0.6666666666666666,0.0016666666666666666,0.021440023170178457,0.019737623131561355,1,1,0.7936279284375852,Fold3
2026-01-16,2026-01-16,2026-01-23,1.0,3,1.3333333333333333,0.003333333333333333,-0.016284804945772852,-0.01956385559595364,2,2,0.7781015062487164,Fold3
2026-01-23,2026-01-23,2026-01-30,1.0,3,0.6666666666666666,0.0016666666666666666,-0.05002866607745615,-0.05161195163399379,1,1,0.7379421689418699,Fold3
2026-01-30,2026-01-30,2026-02-06,1.0,3,0.6666666666666666,0.0016666666666666666,0.00103205746576777,-0.00063632929667512,1,1,0.7374725947205202,Fold3
2026-02-06,2026-02-06,2026-02-13,1.0,3,0.0,0.0,-0.004416578758890677,-0.004416578758890677,0,0,0.7342154889234135,Fold3
2026-02-13,2026-02-13,2026-02-20,1.0,3,0.0,0.0,0.022120639098983208,0.022120639098983208,0,0,0.7504568047747718,Fold3
2026-02-20,2026-02-20,2026-02-27,1.0,3,0.0,0.0,-0.005744717589616329,-0.005744717589616366,0,0,0.7461456423681349,Fold3
2026-02-27,2026-02-27,2026-03-06,1.0,3,0.0,0.0,-0.04345586411212066,-0.04345586411212066,0,0,0.7137212387255342,Fold3
2026-03-06,2026-03-06,2026-03-13,1.0,3,0.0,0.0,-0.0032262156406203855,-0.0032262156406204223,0,0,0.7114186201021149,Fold3
2026-03-13,2026-03-13,2026-03-20,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,3,0.7081337814350666,Fold3
2026-03-20,2026-03-20,2026-03-27,1.0,3,2.0,0.005,-0.055315819304500545,-0.06003924020797813,3,0,0.6656179672321028,Fold3
2026-03-27,2026-03-27,2026-04-03,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,3,0.6625446042718638,Fold3
2026-04-03,2026-04-03,2026-04-10,1.0,3,2.0,0.005,0.10259160024503473,0.09707864224380947,3,0,0.7268635348805383,Fold3
2026-04-10,2026-04-10,2026-04-17,1.0,3,0.0,0.0,0.11254866391898055,0.11254866391898055,0,0,0.8086710545827702,Fold3
2026-04-17,2026-04-17,2026-04-24,1.0,3,0.6666666666666666,0.0016666666666666666,0.10637809885226734,0.10453413535418021,1,1,0.8932047840595332,Fold3
2026-04-24,2026-04-24,2026-05-01,1.0,3,0.0,0.0,0.04377944195944039,0.04377944195944039,0,0,0.932308791061162,Fold3
2026-05-01,2026-05-01,2026-05-08,1.0,3,0.6666666666666666,0.0016666666666666666,-0.00029958867588827004,-0.0019657560280952335,1,1,0.9304760994350874,Fold3
2026-05-08,2026-05-08,2026-05-15,1.0,3,0.6666666666666666,0.0016666666666666666,0.024129321804565174,0.02242243960155732,1,1,0.9513396435753633,Fold3
2026-05-15,2026-05-15,2026-05-22,1.0,3,0.6666666666666666,0.0016666666666666666,0.004920521515955271,0.0032456539800953532,1,1,0.9544273628759561,Fold3
2026-05-22,2026-05-22,2026-05-29,1.0,3,0.0,0.0,0.004448191581899685,0.004448191581899685,0,0,0.9586728386370357,Fold3
