eval,entry,exit,invested,n_hold,turnover,cost,gross,net,buys,sells,equity,fold
2022-05-27,2022-05-27,2022-06-03,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8722923939217775,Fold1
2022-06-03,2022-06-03,2022-06-10,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8726278909963628,Fold1
2022-06-10,2022-06-10,2022-06-17,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8729635171082846,Fold1
2022-06-17,2022-06-17,2022-06-24,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8732992723071724,Fold1
2022-06-24,2022-06-24,2022-07-01,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8736351566426752,Fold1
2022-07-01,2022-07-01,2022-07-08,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8739711701644609,Fold1
2022-07-08,2022-07-08,2022-07-15,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8743073129222165,Fold1
2022-07-15,2022-07-15,2022-07-22,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8746435849656482,Fold1
2022-07-22,2022-07-22,2022-07-29,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8749799863444812,Fold1
2022-07-29,2022-07-29,2022-08-05,1.0,2,2.0,0.005,-0.07245981317720002,-0.07709751411131405,2,0,0.8075212045001702,Fold1
2022-08-05,2022-08-05,2022-08-12,1.0,2,0.0,0.0,-0.01728971969103643,-0.01728971969103643,0,0,0.7935593892297941,Fold1
2022-08-12,2022-08-12,2022-08-19,1.0,2,0.0,0.0,0.028423108825890664,0.02842310882589061,0,0,0.8161148141096798,Fold1
2022-08-19,2022-08-19,2022-08-26,1.0,2,0.0,0.0,0.08300690097032648,0.08300690097032648,0,0,0.8838579756648984,Fold1
2022-08-26,2022-08-26,2022-09-02,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,2,0.8797769314349535,Fold1
2022-09-02,2022-09-02,2022-09-09,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8801153071778132,Fold1
2022-09-09,2022-09-09,2022-09-16,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8804538130651893,Fold1
2022-09-16,2022-09-16,2022-09-23,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8807924491471375,Fold1
2022-09-23,2022-09-23,2022-09-30,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8811312154737326,Fold1
2022-09-30,2022-09-30,2022-10-07,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8814701120950688,Fold1
2022-10-07,2022-10-07,2022-10-14,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8818091390612592,Fold1
2022-10-14,2022-10-14,2022-10-21,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8821482964224366,Fold1
2022-10-21,2022-10-21,2022-10-28,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.882487584228753,Fold1
2022-10-28,2022-10-28,2022-11-04,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8828270025303794,Fold1
2022-11-04,2022-11-04,2022-11-11,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8831665513775064,Fold1
2022-11-11,2022-11-11,2022-11-18,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.883506230820344,Fold1
2022-11-18,2022-11-18,2022-11-25,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8838460409091211,Fold1
2022-11-25,2022-11-25,2022-12-02,1.0,2,2.0,0.005,-0.042396092910177596,-0.047184112445626814,2,0,0.8421425499302431,Fold1
2022-12-02,2022-12-02,2022-12-09,1.0,2,0.0,0.0,0.013990365696795237,0.013990365696795237,0,0,0.8539244321725988,Fold1
2022-12-09,2022-12-09,2022-12-16,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,2,0.8499816003232789,Fold1
2022-12-16,2022-12-16,2022-12-23,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.8503085163234032,Fold1
2022-12-23,2022-12-23,2022-12-30,1.0,2,2.0,0.005,0.007121010624890123,0.0020854055717656195,2,0,0.8520817544410638,Fold1
2022-12-30,2022-12-30,2023-01-06,1.0,2,0.0,0.0,-0.014389982237066945,-0.014389982237067,0,0,0.8398203131301281,Fold2
2023-01-06,2023-01-06,2023-01-13,1.0,2,0.0,0.0,-0.04923421421923252,-0.049234214219232575,0,0,0.7984724199278164,Fold2
2023-01-13,2023-01-13,2023-01-20,1.0,2,1.0,0.0025,-0.013998273059743604,-0.0164632773770943,1,1,0.785326947000585,Fold2
2023-01-20,2023-01-20,2023-01-27,1.0,2,0.0,0.0,-0.08864367982307264,-0.08864367982307264,0,0,0.715712676554234,Fold2
2023-01-27,2023-01-27,2023-02-03,1.0,2,1.0,0.0025,-0.08267979001481018,-0.08497309053977309,1,1,0.6548963584889277,Fold2
2023-02-03,2023-02-03,2023-02-10,1.0,2,1.0,0.0025,-0.001664810156932317,-0.004160648131539935,1,1,0.6521715651786284,Fold2
2023-02-10,2023-02-10,2023-02-17,1.0,2,1.0,0.0025,-0.0034404416914569635,-0.0059318405872282876,1,1,0.6483029874184656,Fold2
2023-02-17,2023-02-17,2023-02-24,1.0,2,1.0,0.0025,-0.02969663347678858,-0.032122391893096514,1,1,0.6274779447911444,Fold2
2023-02-24,2023-02-24,2023-03-03,1.0,2,0.0,0.0,0.02836628609349756,0.02836628609349745,0,0,0.6452771636904497,Fold2
2023-03-03,2023-03-03,2023-03-10,1.0,2,1.0,0.0025,-0.10453070782186602,-0.10676938105231126,1,1,0.5763813203160295,Fold2
2023-03-10,2023-03-10,2023-03-17,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,2,0.5737199904120319,Fold2
2023-03-17,2023-03-17,2023-03-24,0.0,0,0.0,0.0,0.0003846153846153846,0.00038461538461542766,0,0,0.5739406519468058,Fold2
2023-03-24,2023-03-24,2023-03-31,1.0,2,2.0,0.005,0.053742176369574346,0.04847346548772635,2,0,0.6017615443309524,Fold2
2023-03-31,2023-03-31,2023-04-07,1.0,2,0.0,0.0,-0.003872822889275651,-0.0038728228892757066,0,0,0.5994310284481816,Fold2
2023-04-07,2023-04-07,2023-04-14,1.0,2,1.0,0.0025,0.013451405246032277,0.010917776732917162,1,1,0.6059754825835618,Fold2
2023-04-14,2023-04-14,2023-04-21,1.0,2,0.0,0.0,-0.020330406953523117,-0.02033040695352306,0,0,0.5936557544187805,Fold2
2023-04-21,2023-04-21,2023-04-28,1.0,2,1.0,0.0025,-0.011355843928365084,-0.013827454318544152,1,1,0.5854470065936139,Fold2
2023-04-28,2023-04-28,2023-05-05,1.0,2,1.0,0.0025,-0.02095132482214146,-0.023398946510086005,1,1,0.57174816340184,Fold2
2023-05-05,2023-05-05,2023-05-12,1.0,2,0.0,0.0,-0.009471090504599877,-0.009471090504599822,0,0,0.5663330848004224,Fold2
2023-05-12,2023-05-12,2023-05-19,1.0,2,0.0,0.0,0.031185547509856804,0.031185547509856804,0,0,0.5839944921228698,Fold2
2023-05-19,2023-05-19,2023-05-26,1.0,2,0.0,0.0,0.009774976653352418,0.009774976653352363,0,0,0.5897030246490572,Fold2
2023-05-26,2023-05-26,2023-06-02,1.0,2,1.0,0.0025,0.009116972893473352,0.00659418046123994,1,1,0.5935916328121321,Fold2
2023-06-02,2023-06-02,2023-06-09,1.0,2,0.0,0.0,0.006010731712373096,0.006010731712373207,0,0,0.5971595528636754,Fold2
2023-06-09,2023-06-09,2023-06-16,1.0,2,0.0,0.0,0.043250656125693676,0.04325065612569379,0,0,0.6229870953367552,Fold2
2023-06-16,2023-06-16,2023-06-23,1.0,2,1.0,0.0025,-0.03996818999679008,-0.04236826952179806,1,1,0.5965922101729255,Fold2
2023-06-23,2023-06-23,2023-06-30,1.0,2,1.0,0.0025,0.041593347169656125,0.03898936380173201,1,1,0.6198529608966371,Fold2
2023-06-30,2023-06-30,2023-07-07,1.0,2,1.0,0.0025,-0.02649595208602873,-0.02892971220581364,1,1,0.601920793127976,Fold2
2023-07-07,2023-07-07,2023-07-14,1.0,2,1.0,0.0025,0.07331346256662274,0.07063017891020618,1,1,0.6444345664363781,Fold2
2023-07-14,2023-07-14,2023-07-21,1.0,2,1.0,0.0025,-0.022305897534563746,-0.024750132790727353,1,1,0.628484725342143,Fold2
2023-07-21,2023-07-21,2023-07-28,1.0,2,0.0,0.0,0.051583906869766105,0.051583906869766105,0,0,0.6609044228832626,Fold2
2023-07-28,2023-07-28,2023-08-04,1.0,2,0.0,0.0,-0.06394648150379173,-0.06394648150379179,0,0,0.6186419104295838,Fold2
2023-08-04,2023-08-04,2023-08-11,1.0,2,0.0,0.0,-0.05056739397877169,-0.050567393978771635,0,0,0.5873588012131111,Fold2
2023-08-11,2023-08-11,2023-08-18,1.0,2,1.0,0.0025,-0.04745598459566175,-0.04983734463417244,1,1,0.5580863982131389,Fold2
2023-08-18,2023-08-18,2023-08-25,1.0,2,0.0,0.0,0.0346226536262626,0.0346226536262626,0,0,0.5774088302720009,Fold2
2023-08-25,2023-08-25,2023-09-01,1.0,2,0.0,0.0,0.07948142511905953,0.07948142511905942,0,0,0.6233021069783485,Fold2
2023-09-01,2023-09-01,2023-09-08,1.0,2,1.0,0.0025,-0.038809927097419594,-0.041212902279676,1,1,0.5976140181527337,Fold2
2023-09-08,2023-09-08,2023-09-15,1.0,2,0.0,0.0,-0.022155762842210103,-0.022155762842210103,0,0,0.5843734236953615,Fold2
2023-09-15,2023-09-15,2023-09-22,1.0,2,1.0,0.0025,-0.0630306276200765,-0.06537305105102631,1,1,0.5461711500352616,Fold2
2023-09-22,2023-09-22,2023-09-29,1.0,2,0.0,0.0,-0.000521334984883215,-0.0005213349848831594,0,0,0.5458864119070144,Fold2
2023-09-29,2023-09-29,2023-10-06,1.0,2,1.0,0.0025,0.031187809030071567,0.028609839507496293,1,1,0.561504134540997,Fold2
2023-10-06,2023-10-06,2023-10-13,1.0,2,1.0,0.0025,0.0020219844481610405,-0.0004830705129592605,1,1,0.5612328884506955,Fold2
2023-10-13,2023-10-13,2023-10-20,1.0,2,0.0,0.0,-0.05827933466367108,-0.05827933466367108,0,0,0.5285246091204187,Fold2
2023-10-20,2023-10-20,2023-10-27,1.0,2,0.0,0.0,-0.04952183257083159,-0.04952183257083154,0,0,0.5023511019179931,Fold2
2023-10-27,2023-10-27,2023-11-03,1.0,2,0.0,0.0,0.13333845946523226,0.13333845946523226,0,0,0.5693338239584003,Fold2
2023-11-03,2023-11-03,2023-11-10,1.0,2,1.0,0.0025,0.022001869387136164,0.01944686471366852,1,1,0.5804055818098348,Fold2
2023-11-10,2023-11-10,2023-11-17,1.0,2,1.0,0.0025,0.04099464674329989,0.03839216012644164,1,1,0.6026886058449585,Fold2
2023-11-17,2023-11-17,2023-11-24,1.0,2,0.0,0.0,0.01816731027549834,0.018167310275498227,0,0,0.6136378367468514,Fold2
2023-11-24,2023-11-24,2023-12-01,1.0,2,0.0,0.0,-0.006719587435579877,-0.006719587435579877,0,0,0.6095144436490508,Fold2
2023-12-01,2023-12-01,2023-12-08,1.0,2,0.0,0.0,0.010744946025715296,0.010744946025715407,0,0,0.6160636434479538,Fold2
2023-12-08,2023-12-08,2023-12-15,1.0,2,0.0,0.0,0.05301663348296515,0.05301663348296515,0,0,0.6487252638348141,Fold2
2023-12-15,2023-12-15,2023-12-22,1.0,2,1.0,0.0025,0.015533594685934404,0.012994760699219565,1,1,0.6571552933978856,Fold2
2023-12-22,2023-12-22,2023-12-29,1.0,2,1.0,0.0025,0.0038201058751882178,0.001310555610500419,1,1,0.6580165319546183,Fold2
2023-12-29,2023-12-29,2024-01-05,1.0,2,1.0,0.0025,-0.06826489445154055,-0.07059423221541161,1,1,0.6115643600962342,Fold2
2024-01-05,2024-01-05,2024-01-12,1.0,2,0.0,0.0,0.06946280312212894,0.06946280312212894,0,0,0.6540453348381097,Fold2
2024-01-12,2024-01-12,2024-01-19,1.0,2,1.0,0.0025,0.030108132688283384,0.027532862356562715,1,1,0.6720530750171593,Fold2
2024-01-19,2024-01-19,2024-01-26,1.0,2,1.0,0.0025,0.005373306989907012,0.002859873722432127,1,1,0.6739750619464806,Fold2
2024-01-26,2024-01-26,2024-02-02,1.0,2,1.0,0.0025,0.024291290534465215,0.021730562308129198,1,1,0.6886209190242338,Fold2
2024-02-02,2024-02-02,2024-02-09,1.0,2,0.0,0.0,0.057864821525688837,0.057864821525688726,0,0,0.7284678456024268,Fold2
2024-02-09,2024-02-09,2024-02-16,1.0,2,0.0,0.0,-0.016265323561426515,-0.016265323561426515,0,0,0.7166190803896081,Fold2
2024-02-16,2024-02-16,2024-02-23,1.0,2,1.0,0.0025,0.004386671862002367,0.0018757051823472537,1,1,0.7179632465124638,Fold2
2024-02-23,2024-02-23,2024-03-01,1.0,2,1.0,0.0025,0.06350715199042178,0.060848384110445686,1,1,0.7616501499134368,Fold2
2024-03-01,2024-03-01,2024-03-08,1.0,2,1.0,0.0025,-0.02907190520161551,-0.03149922543861139,1,1,0.7376587601359613,Fold2
2024-03-08,2024-03-08,2024-03-15,1.0,2,0.0,0.0,-0.02910213893188568,-0.029102138931885735,0,0,0.716191312414162,Fold2
2024-03-15,2024-03-15,2024-03-22,1.0,2,0.0,0.0,0.04664297259798078,0.04664297259798067,0,0,0.7495966041740075,Fold2
2024-03-22,2024-03-22,2024-03-29,1.0,2,0.0,0.0,-0.008453566621621833,-0.008453566621621889,0,0,0.743259839341281,Fold2
2024-03-29,2024-03-29,2024-04-05,1.0,2,1.0,0.0025,-0.02330211311623981,-0.025743857833449235,1,1,0.7241254637039668,Fold2
2024-04-05,2024-04-05,2024-04-12,1.0,2,0.0,0.0,-0.01755366663253599,-0.01755366663253599,0,0,0.7114144067139768,Fold2
2024-04-12,2024-04-12,2024-04-19,1.0,2,0.0,0.0,-0.12380157586546015,-0.12380157586546015,0,0,0.6233401820693951,Fold2
2024-04-19,2024-04-19,2024-04-26,1.0,2,0.0,0.0,0.10525999365274574,0.10525999365274563,0,0,0.688952965677521,Fold2
2024-04-26,2024-04-26,2024-05-03,1.0,2,0.0,0.0,0.011160931607142599,0.011160931607142599,0,0,0.6966423226079859,Fold2
2024-05-03,2024-05-03,2024-05-10,1.0,2,0.0,0.0,0.031195125930741252,0.031195125930741252,0,0,0.718374167590426,Fold2
2024-05-10,2024-05-10,2024-05-17,1.0,2,0.0,0.0,0.05001941166317392,0.05001941166317403,0,0,0.7543068208073216,Fold2
2024-05-17,2024-05-17,2024-05-24,1.0,2,0.0,0.0,0.04175297669837241,0.04175297669837241,0,0,0.7858013759199131,Fold2
2024-05-24,2024-05-24,2024-05-31,1.0,2,0.0,0.0,-0.031112472868881802,-0.031112472868881857,0,0,0.7613531519312747,Fold2
2024-05-31,2024-05-31,2024-06-07,1.0,2,0.0,0.0,0.049543825496589644,0.049543825496589644,0,0,0.7990734996318363,Fold2
2024-06-07,2024-06-07,2024-06-14,1.0,2,0.0,0.0,0.07822653030958182,0.07822653030958193,0,0,0.8615822469703698,Fold2
2024-06-14,2024-06-14,2024-06-21,1.0,2,0.0,0.0,-0.0029327924042099607,-0.0029327924042099607,0,0,0.8590554051008529,Fold2
2024-06-21,2024-06-21,2024-06-28,1.0,2,0.0,0.0,-0.008306093282826388,-0.008306093282826388,0,0,0.851920010770969,Fold2
2024-06-28,2024-06-28,2024-07-05,1.0,2,0.0,0.0,0.06938114955752606,0.06938114955752606,0,0,0.9110272004493188,Fold2
2024-07-05,2024-07-05,2024-07-12,1.0,2,0.0,0.0,0.004004407008932398,0.0040044070089324535,0,0,0.9146753241561262,Fold2
2024-07-12,2024-07-12,2024-07-19,1.0,2,0.0,0.0,-0.10451513804873258,-0.10451513804873258,0,0,0.8190779063821795,Fold2
2024-07-19,2024-07-19,2024-07-26,1.0,2,0.0,0.0,-0.05702804434484526,-0.05702804434484521,0,0,0.7723674952151336,Fold2
2024-07-26,2024-07-26,2024-08-02,1.0,2,0.0,0.0,-0.09788738036552624,-0.09788738036552624,0,0,0.696762464429041,Fold2
2024-08-02,2024-08-02,2024-08-09,0.0,0,2.0,0.005,0.0003846153846153846,-0.004617307692307615,0,2,0.6935452977423215,Fold2
2024-08-09,2024-08-09,2024-08-16,1.0,2,2.0,0.005,0.12909784535037905,0.12345235612362715,2,0,0.7791650988270736,Fold2
2024-08-16,2024-08-16,2024-08-23,1.0,2,0.0,0.0,0.018438302755952485,0.018438302755952485,0,0,0.7935315808161189,Fold2
2024-08-23,2024-08-23,2024-08-30,1.0,2,0.0,0.0,-0.018431652647812435,-0.018431652647812435,0,0,0.7789054823534467,Fold2
