code,cadence,variant,span_start,span_end,ml_cash,ml_cagr,ml_mdd,ml_sharpe,ml_calmar,ml_trades,nonml_cagr,nonml_mdd,nonml_sharpe,nonml_calmar,bench_cagr,bench_mdd,bench_sharpe,bench_calmar
s1m_us_sec_ml,M,s1,2021-01-01,2026-05-31,0.0,0.22203546475280378,-0.2227217318916478,0.7501917536594833,0.9969187239475227,114,0.2694170828333329,-0.22272173189164768,0.8712938871910996,1.2096578117684633,0.14210273668186857,-0.2542509661923045,0.760939258755293,0.5589073615334393
s2m_us_sec_ml,M,s2,2021-01-01,2026-05-31,0.24615384615384617,-0.05112930691285411,-0.45421293891866255,-0.15651790906491697,-0.11256682170828694,122,0.1565416329631799,-0.22329046732006774,0.590663160085296,0.7010672459151196,0.14210273668186857,-0.2542509661923045,0.760939258755293,0.5589073615334393
s3m_us_sec_ml,M,s3,2021-01-01,2026-05-31,0.18461538461538463,0.09569026371546197,-0.32135317984611556,0.38309184166208404,0.29777288577410244,152,0.16205124726984188,-0.22329046732006785,0.6032028029466707,0.7257418967087172,0.14210273668186857,-0.2542509661923045,0.760939258755293,0.5589073615334393
s1w_us_sec_ml,W,s1,2021-01-01,2026-05-31,0.0,0.15387380648678617,-0.35584473218287804,0.5460820892108824,0.43241839086072614,280,0.15387380648678617,-0.35584473218287804,0.5460820892108824,0.43241839086072614,0.14210273668186857,-0.2542509661923045,0.760939258755293,0.5589073615334393
s2w_us_sec_ml,W,s2,2021-01-01,2026-05-31,0.1696113074204947,-0.007751490226383662,-0.5776999289184628,0.07722146297060373,-0.013417848676034225,274,0.07692410876363365,-0.3107797764468636,0.33743606608893356,0.24751967339414682,0.14210273668186857,-0.2542509661923045,0.760939258755293,0.5589073615334393
s3w_us_sec_ml,W,s3,2021-01-01,2026-05-31,0.20141342756183744,0.022950233369997797,-0.4799413717079972,0.168374147192769,0.04781882688779959,264,0.1170293878453168,-0.2766858631687421,0.47156675621695643,0.4229684397498264,0.14210273668186857,-0.2542509661923045,0.760939258755293,0.5589073615334393
