eval,entry,exit,invested,n_hold,turnover,cost,gross,net,buys,sells,equity
2015-06-30,2015-07-01,2015-08-03,1.0,15,1.6,0.004,-0.0403866100066189,-0.04422506356659239,12,12,1.3843144497721633
2015-07-31,2015-08-03,2015-09-01,1.0,15,0.4,0.001,-0.09633823946921198,-0.09724190122974274,3,3,1.249701080776513
2015-08-31,2015-09-01,2015-10-01,0.0,0,2.0,0.005,0.0016666666666666668,-0.003341666666666687,0,15,1.2455249963315849
2015-09-30,2015-10-01,2015-11-02,0.0,0,0.0,0.0,0.0016666666666666668,0.0016666666666667052,0,0,1.247600871325471
2015-10-30,2015-11-02,2015-12-01,0.0,0,0.0,0.0,0.0016666666666666668,0.0016666666666667052,0,0,1.2496802061110135
2015-11-30,2015-12-01,2016-01-04,1.0,15,2.0,0.005,0.0357821598535065,0.030603249054238946,15,0,1.2879244806967816
2015-12-30,2016-01-04,2016-02-01,1.0,15,1.2,0.003,0.029576568524104983,0.02648783881853256,9,9,1.3220388167519201
2016-01-29,2016-02-01,2016-03-02,0.0,0,2.0,0.005,0.0016666666666666668,-0.003341666666666687,0,15,1.3176210037059408
2016-02-29,2016-03-02,2016-04-01,0.0,0,0.0,0.0,0.0016666666666666668,0.0016666666666667052,0,0,1.3198170387121175
2016-03-31,2016-04-01,2016-05-02,1.0,9,2.0,0.005,0.016281809864080135,0.011200400814759925,9,0,1.3345995185478428
2016-04-29,2016-05-02,2016-06-01,1.0,9,0.0,0.0,0.025215876660558887,0.0252158766605588,0,0,1.3682526153987864
2016-05-31,2016-06-01,2016-07-01,1.0,9,0.6666666666666666,0.0016666666666666666,-0.008271734366943383,-0.009924614809665222,3,3,1.3546732352286364
2016-06-30,2016-07-01,2016-08-01,1.0,9,1.3333333333333333,0.003333333333333333,-0.03921144521378403,-0.042414073729738044,6,6,1.2972160247499462
2016-07-29,2016-08-01,2016-09-01,1.0,9,0.6666666666666666,0.0016666666666666666,-0.03157032444815723,-0.03318437390741036,3,3,1.2541687231459595
2016-08-31,2016-09-01,2016-10-04,1.0,9,0.6666666666666666,0.0016666666666666666,0.024302015622590552,0.022594845596553004,3,3,1.2825064717974686
2016-09-30,2016-10-04,2016-11-01,1.0,15,1.5999999999999999,0.004,0.0022909113471814234,-0.0017182522982073234,12,6,1.2803028021048368
2016-10-31,2016-11-01,2016-12-01,1.0,9,0.9333333333333332,0.002333333333333333,-0.03713232392802404,-0.03937901517219189,1,7,1.2298857386357507
2016-11-30,2016-12-01,2017-01-02,1.0,9,0.6666666666666666,0.0016666666666666666,0.04974455676060525,0.047994982499337535,3,3,1.2889140831377583
2016-12-29,2017-01-02,2017-02-01,1.0,10,2.0,0.005,0.03587394464166861,0.030694574918460393,10,9,1.328476753026089
2017-01-31,2017-02-01,2017-03-02,1.0,12,1.3333333333333335,0.003333333333333334,0.02288060535586976,0.019471003338016768,8,6,1.3543435283187377
2017-02-28,2017-03-02,2017-04-03,1.0,12,0.0,0.0,0.027883236059156314,0.027883236059156324,0,0,1.3921070086240397
2017-03-31,2017-04-03,2017-05-02,1.0,15,1.5999999999999999,0.004,0.07035167367724515,0.06607026698253615,12,9,1.4840838903520897
2017-04-28,2017-05-02,2017-06-01,1.0,15,0.0,0.0,0.06352370627705374,0.06352370627705373,0,0,1.578358399493323
2017-05-31,2017-06-01,2017-07-03,1.0,15,0.26666666666666666,0.0006666666666666666,0.07248468697963835,0.07176969718831838,2,2,1.6916367038795976
2017-06-30,2017-07-03,2017-08-01,1.0,15,0.9333333333333333,0.0023333333333333335,0.012075546060436534,0.009714036452962205,7,7,1.7080693244862528
2017-07-31,2017-08-01,2017-09-01,1.0,15,0.5333333333333333,0.0013333333333333333,-0.02875559932345578,-0.0300505918576911,4,4,1.6567408303514743
2017-08-31,2017-09-01,2017-10-10,1.0,15,0.26666666666666666,0.0006666666666666666,-0.033378535725642096,-0.03402295003515832,2,2,1.6003736198592193
2017-09-29,2017-10-10,2017-11-01,1.0,15,1.0666666666666667,0.0026666666666666666,0.020373672300977492,0.017652675841508314,8,8,1.6286244965958954
2017-10-31,2017-11-01,2017-12-01,1.0,15,0.26666666666666666,0.0006666666666666666,0.05142429152723889,0.050723341999554084,2,2,1.7112337739255805
2017-11-30,2017-12-01,2018-01-02,1.0,15,1.2,0.003,-0.01927891229476874,-0.02222107555788444,9,9,1.6732083189379765
2017-12-28,2018-01-02,2018-02-01,1.0,15,1.2,0.003,0.06769096529117945,0.06448789239530583,9,9,1.7811099969645794
2018-01-31,2018-02-01,2018-03-02,1.0,15,0.4,0.001,-0.05113692973035264,-0.05208579280062231,3,3,1.6883394707075652
2018-02-28,2018-03-02,2018-04-02,1.0,15,0.6666666666666666,0.0016666666666666666,-0.0025440891485136214,-0.004206515666599575,5,5,1.6812374442734954
2018-03-30,2018-04-02,2018-05-02,1.0,15,1.4666666666666666,0.0036666666666666666,-0.020224960178340492,-0.023817468657686636,11,11,1.6411946241383824
2018-04-30,2018-05-02,2018-06-01,1.0,15,0.4,0.001,0.03647380187399993,0.03543732807212585,3,3,1.6993541764641835
2018-05-31,2018-06-01,2018-07-02,1.0,15,0.6666666666666666,0.0016666666666666666,-0.06442579612540023,-0.0659850864651913,5,5,1.5872221441952103
2018-06-29,2018-07-02,2018-08-01,1.0,15,1.3333333333333333,0.003333333333333333,-0.00811302448006553,-0.01141931439846533,10,10,1.569097155510439
2018-07-31,2018-08-01,2018-09-03,1.0,15,0.0,0.0,-0.003477214597880929,-0.003477214597880973,0,0,1.5636410679758046
2018-08-31,2018-09-03,2018-10-01,1.0,15,0.26666666666666666,0.0006666666666666666,-0.025681989090734263,-0.02633153443134051,2,2,1.5224679993561416
2018-09-28,2018-10-01,2018-11-01,1.0,15,1.0666666666666667,0.0026666666666666666,-0.16122456556944362,-0.16346130006125847,8,8,1.2736034008797235
2018-10-31,2018-11-01,2018-12-03,0.0,0,2.0,0.005,0.0016666666666666668,-0.003341666666666687,0,15,1.2693474428484504
2018-11-30,2018-12-03,2019-01-02,1.0,15,2.0,0.005,-0.0517312961121051,-0.056472639631544586,15,0,1.1976640421412472
2018-12-28,2019-01-02,2019-02-01,1.0,11,1.6,0.004,0.018691501307580197,0.01461673530234986,8,12,1.2151699804263683
2019-01-31,2019-02-01,2019-03-04,1.0,9,0.36363636363636354,0.0009090909090909089,0.09109905275585113,0.09010714452607305,0,2,1.3246654774763924
2019-02-28,2019-03-04,2019-04-01,1.0,9,0.0,0.0,-0.021508064974263177,-0.021508064974263164,0,0,1.2961744863176667
2019-03-29,2019-04-01,2019-05-02,1.0,10,1.4,0.0034999999999999996,0.029527938511349338,0.025924590726559726,7,6,1.329777279385661
2019-04-30,2019-05-02,2019-06-03,1.0,10,1.6,0.004,-0.05639953712849495,-0.06017393897998102,8,8,1.249759342518943
2019-05-31,2019-06-03,2019-07-01,0.0,0,2.0,0.005,0.0016666666666666668,-0.003341666666666687,0,10,1.2455830633826923
