code,cadence,fold,segment,start,end,n_periods,cagr,mdd,sharpe,calmar,trades,cost_total_pct,cost_ann_pct,total_return,years,n_rebal_invested
s1m-kd200,M,Fold4,OOS,2025-01-01,2026-05-31,17,1.280867845812856,-0.07266811279826468,2.442770422864908,17.62627095282765,0,0.0,0.0,2.2200305810397563,1.4182067077344285,17
s1m-kd200,M,ALL_OOS,OOS,2019-01-01,2026-05-31,89,0.19764553026817988,-0.3363886342804767,0.7499655455746456,0.587551154012491,0,0.0,0.0,2.810204450877507,7.416837782340862,89
s1m-kd200,M,FULL,ALL,2015-01-01,2026-06-30,138,0.16791055242310482,-0.3363886342804765,0.6790702463679708,0.49915643785724095,0,0.0,0.0,4.9585555019359875,11.498973305954825,138
s2m-kd200,M,Fold1,IS,2014-01-01,2018-12-31,58,-0.00043369400412174297,-0.22793865880619024,-0.13036814515409684,-0.001902678582006138,6,2.7500000000000004,0.5694090136054423,-0.0020928163550287815,4.829568788501026,52
s2m-kd200,M,Fold1,OOS,2019-01-01,2020-12-31,24,0.11150979715799458,-0.1066841033477346,0.5826762870367237,1.0452334852037959,5,2.5,1.2525720164609055,0.23491775424112693,1.995893223819302,18
s2m-kd200,M,Fold2,IS,2016-01-01,2020-12-31,60,0.043798032360217176,-0.2799816011916505,0.22984628838807514,0.15643182328340546,9,4.5,0.8996305418719212,0.23914062664599212,5.002053388090349,51
s2m-kd200,M,Fold2,OOS,2021-01-01,2022-12-31,24,-0.008859444497912206,-0.2134085701759908,-0.13224974451439223,-0.041514005227653805,3,1.5,0.750513698630137,-0.01762843209949594,1.998631074606434,17
s2m-kd200,M,Fold3,IS,2018-01-01,2022-12-31,60,-0.004655644475068721,-0.2754968358424069,-0.0789294544153501,-0.016899085105035107,9,4.5,0.9001232201533406,-0.023059358487755532,4.999315537303217,46
s2m-kd200,M,Fold3,OOS,2023-01-01,2024-12-31,24,0.004189910039756217,-0.15328845157949267,-0.008090007002964493,0.02733350096881502,1,0.5,0.24948770491803282,0.00841469084146862,2.004106776180698,24
s2m-kd200,M,Fold4,IS,2020-01-01,2024-12-31,60,0.041152476468405697,-0.2803863409956885,0.2026505860356563,0.14677061772077726,6,3.0,0.5997536945812808,0.2235103458847616,5.002053388090349,49
s2m-kd200,M,Fold4,OOS,2025-01-01,2026-05-31,17,0.6570692046291888,-0.07266811279826468,1.721274580310323,9.042056815941967,3,1.5,1.057673745173745,1.0467762829745757,1.4182067077344285,13
s2m-kd200,M,ALL_OOS,OOS,2019-01-01,2026-05-31,89,0.13173756071239717,-0.28038634099568827,0.6024753633889843,0.4698430039230157,12,6.0,0.808970099667774,1.5039367762908773,7.416837782340862,72
s2m-kd200,M,FULL,ALL,2015-01-01,2026-06-30,138,0.10852583799682614,-0.28038634099568815,0.5024793288368836,0.3870582197814517,18,9.0,0.7826785714285713,2.269873811951548,11.498973305954825,115
s3m-kd200,M,Fold1,IS,2014-01-01,2018-12-31,58,0.03298972993886795,-0.12315808368511738,0.19258529191884186,0.26786491760633396,10,4.75,0.9835246598639457,0.16970842978756617,4.829568788501026,36
s3m-kd200,M,Fold1,OOS,2019-01-01,2020-12-31,24,-0.018037097704537763,-0.23645059037741722,-0.11322278725851767,-0.0762827349077342,5,2.5,1.2525720164609055,-0.03567677755742438,1.995893223819302,11
s3m-kd200,M,Fold2,IS,2016-01-01,2020-12-31,60,0.03917960380466501,-0.2994852970120505,0.205111060738845,0.13082312953443095,9,4.5,0.8996305418719212,0.21195736749621075,5.002053388090349,35
s3m-kd200,M,Fold2,OOS,2021-01-01,2022-12-31,24,0.06783079892419419,-0.0991478469676137,0.4276251637789872,0.6841378910260238,1,0.5,0.25017123287671234,0.14016017669750225,1.998631074606434,10
