date,stocks,bonds,gold,cash
2019-07-31,-0.0391785670192188,0.0060121316227388,0.0088504277706755,0.002129061692097
2019-08-31,-0.029768278579689,0.0037706988243244,0.0673554927380837,0.0016490464869238
2019-09-30,0.0599947024545293,-0.0027996810489944,-0.0285844748858447,0.0002929056237879
2019-10-31,0.0109949606430386,-0.0044778506316968,0.0037604587759707,0.0007774872017529
2019-11-30,0.0014006179196703,0.003355644801428,-0.0280041210077737,0.0008777771051515
2019-12-31,0.075075075075075,0.0008716844857949,0.0364232029292734,0.0010382959849195
2020-01-31,-0.0290808907936022,0.0036969890867726,0.0370026031982149,0.0015910738741642
2020-02-29,-0.0580909592496255,0.0058438108730298,0.0361305361305361,0.0011662745571172
2020-03-31,-0.1142259414225941,0.0,-0.0060569351907934,0.0017072044025789
2020-04-30,0.0899385923476618,0.0032218309859155,0.0537128928353791,0.0014536632313428
2020-05-31,0.0370546935945219,0.0054577681062772,-0.0019828155981493,0.0013514460472705
2020-06-30,0.0483931631075265,8.726917303736315e-05,0.0321192052980132,0.0001899468148918
2020-07-31,0.0682026547614302,0.0030192498996493,0.0973692653192173,0.0005297510170219
2020-08-31,0.0272035226509441,-0.0042107461024498,-0.0109633094576816,9.99000999000188e-05
2020-09-30,0.0110073745776873,0.0039664511619779,-0.0444871415903044,0.0003296373988612
2020-10-31,-0.0287818900467121,-0.0018100492542248,-0.0095901005413766,0.0005392289026691
2020-11-30,0.1509119834252099,-0.0012902550869178,-0.0532562861158831,0.0002495084683173
2020-12-31,0.1388388838883889,0.0004364601337314,0.0607885186407126,0.0003492247211192
2021-01-31,0.0423123606288988,0.0011168504816416,-0.0236373532384729,0.0006982056115782
2021-02-28,0.0141092996804419,-0.0005229396179055,-0.0471450187146611,0.0004884029224436
2021-03-31,0.0115630090527947,-0.0017963654121175,-0.0452987881320517,0.0004383517972423
2021-04-30,0.0183210137275606,0.0009434786406918,0.0500744112754967,0.0004879506074486
2021-05-31,0.0109918598019391,-0.0015535268550681,0.0766986244268446,0.0003384128437626
2021-06-30,0.02651418021437,-0.0029370629370629,-0.0800619434765775,-0.0007760962359332
2021-07-31,-0.0308003597122301,0.0043309019497825,0.038885615688915,0.0007269106298233
2021-08-31,-0.011855975669476,0.0019029661830687,-0.0072105646925383,8.955402097554632e-05
2021-09-30,-0.0425937035394767,-0.0065344671359865,-0.0499428757956585,0.0006964689026633
2021-10-31,-0.0320111153489892,-0.0121200427972567,0.0380518811200825,-7.954104815210972e-05
2021-11-30,-0.0359685908080268,0.0102446646070806,-0.0024824162184525,0.0006662092692579
2021-12-31,0.0652205646220769,0.002952600221445,0.0016590626296142,0.0011427322230612
2022-01-31,-0.0892920766300325,-0.0089018171622828,-0.0012422360248447,0.0004863475300493
2022-02-28,0.0097806133196907,0.0007779486907477,0.0622719734660033,0.0009821428571428
2022-03-31,0.0130237825594563,-0.0096814656466971,0.009679181953009,0.0004360796440003
2022-04-30,-0.0285663852196169,-0.0080991882972081,-0.0076536528797834,0.0006043014374448
2022-05-31,-0.0019685039370078,0.0019603963957481,-0.0352913680274228,0.0007623460457011
2022-06-30,-0.1288727052040661,-0.0123137677257224,-0.0209157716223855,-0.0004352944668137
2022-07-31,0.0513097394454507,0.0199004070950856,-0.0299406136588584,0.0009699417045241
2022-08-31,-0.004804347105795,-0.0173203371407187,-0.0274636510500807,0.0008404607702576
2022-09-30,-0.1227859901451591,-0.0105536112571853,-0.0343591536981989,0.0014127642758348
2022-10-31,0.0636101411871867,0.0024374599101988,-0.0175645088275238,0.0014699643854265
2022-11-30,0.0703682557807594,0.0191231854912428,0.0650631278223206,0.0028075498463235
2022-12-31,-0.0773436458194426,-0.0015068886337542,0.0276023189409015,0.0029175712447322
2023-01-31,0.0890302066772654,0.014893999281351,0.0552374536881103,0.003917957960311
2023-02-28,-0.007863304578633,-0.0103914036361061,-0.0559368017874242,0.0016683903448007
2023-03-31,0.0246463565528543,0.0192479696611929,0.0887498943453639,0.0049189110212828
2023-04-30,0.0117819843342037,0.0024219874337463,-0.0007763372408974,0.0025394979160608
2023-05-31,0.0412244766297862,-0.0020659710063729,-0.0162380545412167,0.0015662464227705
2023-06-30,-0.0003097989404876,-0.0048598196427944,-0.0330121623756121,0.0028283491321892
2023-07-31,0.0220955096222381,0.0032263182948113,0.0231133616465206,0.0026759844831403
2023-08-31,-0.0306227639318416,0.002688738928722,-0.0098986189829967,0.0031008496135938
2023-09-30,-0.0207994495183285,-0.003627950996372,-0.0276545996936224,0.0027275859428834
2023-10-31,-0.0643626026128342,-0.0028671943711521,0.0482587064676616,0.0022715776010995
2023-11-30,0.1074013382493512,0.0185404060895795,0.0208036703053313,0.0037805563226709
2023-12-31,0.0652629631913188,0.0144445599085525,0.0177450600542425,0.0035291438979963
2024-01-31,-0.0620749529735205,-0.0004951171208086,-0.0291609562966347,0.0032142181886936
2024-02-29,0.0592718296821968,-0.0009394803819414,-0.00313700886205,0.0023558235959291
2024-03-31,0.059013719378987,0.003881138011216,0.0888993784910707,0.0026605245839992
2024-04-30,-0.0224716010671948,-0.0036958187856594,0.0409652481757099,0.0025034457539871
2024-05-31,-0.0174169949352841,0.0056583131047214,0.0058995002776236,0.0030490086045642
2024-06-30,0.0703874459494287,0.0098080878478301,-0.0096598357827917,0.0029464968390429
2024-07-31,-0.0070092832874073,0.0069016597650068,0.0374834529366683,0.0034863613543816
2024-08-31,-0.0479025783333781,0.004279791360171,0.0350547310455979,0.0029368983759043
2024-09-30,-0.0434647273550468,0.0050938873351977,0.0516447154999026,0.0032793245515176
2024-10-31,-0.0149395024110285,-0.0021199774752392,0.0447899315195261,0.002458359804436
2024-11-30,-0.0424049492462009,0.0117178423236514,-0.0464127546501328,0.002737058672251
2024-12-31,-0.0177193752744151,-0.0016241223177373,-0.0193820050777138,0.0021158883983365
2025-01-31,0.0466140927812011,0.0056032995382617,0.072556201060874,0.0027238243224716
2025-02-28,0.0100057960403892,0.0020915716199876,0.0123049749779216,0.0021694939974294
2025-03-31,0.0025370745114621,0.0016958549391774,0.085087821333023,0.002101126968101
2025-04-30,0.0146717681438857,0.0102718541429269,0.0519912097336121,0.0031223904440329
2025-05-31,0.0649940617577198,-0.001031243454021,-0.009884342996892,0.0020087589127366
2025-06-30,0.1538375756224037,-0.0002419471909931,-0.0023156486389132,0.0017067312033809
2025-07-31,0.0575784666682774,0.0021619179761867,-0.0002578914792654,0.0022537344379636
2025-08-31,-0.0164953164267763,0.0024631334921758,0.0359593458185008,0.0019428478912004
2025-09-30,0.1026760825125441,-0.0030994555878527,0.1239043824701195,0.0014094242905748
2025-10-31,0.2236243363950449,-0.0016592563953863,0.0328341013824884,0.0015598386373822
2025-11-30,-0.0429041199662552,-0.0057444370935729,0.0433309022266077,0.0011904335684365
2025-12-31,0.0942598622079113,0.0025642274047745,0.037666022451581,0.0023333363133286
2026-01-31,0.2708158669099636,-0.0028328611898017,0.176144244105409,0.0015519363527711
2026-02-28,0.2175150378371386,0.0064935064935065,0.0003369272237196,0.0019502725038293
2026-03-31,-0.1985762855928602,-0.012016129032258,-0.1266419669922532,0.0010132342615387
2026-04-30,0.3244730213442928,0.0018773977634478,0.0001928268414963,0.0022641509433962
2026-05-31,0.3494319603623441,0.0003258921297051,-0.0154231733179102,0.001417434443657
2026-06-30,0.0279271594407151,0.004723896400065,-0.1153318973957313,0.0019904458598725
