date,골디락스,리플레이션,스태그플레이션,디플레이션
2021-09-30,0.1383683620440942,0.3229125383915887,0.24526924327028773,0.29344985629402937
2021-10-31,0.12999423086365197,0.36355366524279475,0.23114327097756174,0.27530883291599156
2021-11-30,0.07680130527890139,0.1097452394710901,0.6006395322750604,0.21281392297494817
2021-12-31,0.0742024385078194,0.10623432789379968,0.6138693727496882,0.2056938608486928
2022-01-31,0.07177075591667824,0.10293283490121512,0.6262711718596238,0.19902523732248287
2022-02-28,0.11863091020268354,0.32384384540304184,0.30403363080374535,0.25349161359052924
2022-03-31,0.11251206182870849,0.3580119851740961,0.28938130709641346,0.24009464590078186
2022-04-30,0.10691601961155651,0.3893826147339183,0.2758035056709383,0.2278978599835869
2022-05-31,0.06941737421879932,0.1458645682090777,0.5933732087620731,0.19134484881004987
2022-06-30,0.06732093682005356,0.1417265509937825,0.6053139661293737,0.18563854605679012
2022-07-31,0.06534510482643492,0.13780693032847252,0.6165927726223794,0.18025519222271325
2022-08-31,0.0992581059434379,0.3561212301148917,0.3315496575342466,0.21307100640742377
2022-09-30,0.09493323465956785,0.3833995660596905,0.3181020998246196,0.20356509945612203
2022-10-31,0.09093004478922875,0.4087589946700273,0.30551327583291055,0.19479768470783348
2022-11-30,0.06318220250925233,0.17516901029104057,0.5881160501070217,0.17353273709268538
2022-12-31,0.06145977480987046,0.1707030432355746,0.5989712945089193,0.16886588744563574
2023-01-31,0.059826925802776126,0.16644849738913386,0.6092871322327077,0.1644374445753823
2023-02-28,0.05827701989025869,0.1623917915573574,0.6191010107488789,0.16023017780350493
2023-03-31,0.05680403900984074,0.1585203334072192,0.6284472243673385,0.15622840321560166
2023-04-30,0.05540251588037867,0.15482245818470827,0.6373572000573109,0.15241782587760214
2023-05-31,0.054067475072963195,0.15128736536955467,0.6458597609193282,0.14878539863815393
2023-06-30,0.052794381003325806,0.14790505579948662,0.6539813671210843,0.14531919607610322
2023-07-31,0.051579092020196136,0.14466627084680939,0.6617463350079758,0.14200830212501867
2023-08-31,0.05041781984789637,0.14156243458845966,0.6691770356071354,0.1388427099565086
2023-09-30,0.04930709372430103,0.13858559947952043,0.6762940740010126,0.13581323279516602
2023-10-31,0.04824372865332533,0.13572839575318152,0.6831164511451175,0.13291142444837553
2023-11-30,0.08378020395889393,0.3720593184762628,0.36501462101380844,0.17914585655103488
2023-12-31,0.08064382533989661,0.3950352999208706,0.3520270478578549,0.1722938268813779
2024-01-31,0.07771067265931197,0.41658690695411715,0.33979900249500916,0.16590341789156168
2024-02-29,0.04707341580971425,0.16406376131378264,0.6595769102141155,0.12928591266238754
2024-03-31,0.04611167615576486,0.16087559299255358,0.6663408022700795,0.12667192858160198
2024-04-30,0.04518798234220241,0.15780563031999179,0.6728463601994313,0.12416002713837447
2024-05-31,0.0735427868431035,0.3901698875932073,0.3785526956559847,0.1577346299077046
2024-06-30,0.07111860312230865,0.4097242815507461,0.3667338553052433,0.15242326002170195
2024-07-31,0.06883467581829941,0.42820497271801566,0.35552936495737986,0.14743098650630496
2024-08-31,0.044104242908229445,0.1835295670384178,0.6514861497568764,0.12088004029647648
2024-09-30,0.04326426639743771,0.18021515245049627,0.6579172216980029,0.11860335945406321
2024-10-31,0.04245527384985515,0.177014748121962,0.664120482888987,0.11640949513919575
2024-11-30,0.04167560909129224,0.1739228186517512,0.6701074728952788,0.11429409936167781
2024-12-31,0.04092372956252762,0.17093415819708352,0.675888996906761,0.11225311533362793
2025-01-31,0.04019819699517317,0.16804386905135063,0.6814751795894812,0.11028275436399508
2025-02-28,0.03949766895805171,0.16524734146169276,0.686875514777211,0.1083794748030446
2025-03-31,0.038820891185723815,0.16254023468218984,0.6920989112861932,0.1065399628458932
2025-04-30,0.03816669061002214,0.15991845923598266,0.6971537351331462,0.1047611150208489
2025-05-31,0.03753396902378543,0.1573781603444561,0.702047848427634,0.10304002220412456
2025-06-30,0.036921697313481286,0.15491570247188577,0.706788645197363,0.10137395501726983
2025-07-31,0.036328910204125486,0.1525276549281896,0.7113830843903567,0.09976035047732829
2025-08-31,0.03575470146591263,0.15021077846954287,0.715837720282285,0.09819679978225951
2025-09-30,0.035198219537333084,0.14796201283579327,0.7201587305012769,0.09668103712559678
2025-10-31,0.03465866352432857,0.14577846516423626,0.7243519418667453,0.09521092944468995
2025-11-30,0.06445406141564584,0.3969035735241917,0.40099030012387443,0.13765206493628798
2025-12-31,0.06256677502983699,0.4141824301637938,0.3897096081072757,0.13354118669909346
