,regime,strategy,n_months,sharpe,ann_return,ann_vol
0,골디락스,역변동성,30,1.151358277762942,0.014604078985418045,0.012600099207958881
1,디플레이션,역변동성,30,1.2716051384404465,0.013259593391089508,0.010364606434410133
2,리플레이션,역변동성,30,3.49134373998386,0.038294147363669984,0.010780384032061408
3,스태그플레이션,GMV,26,1.3059823631913046,0.01996503900574642,0.015149242093921144
